sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-09-09 11:32:40,100%,100%,,100%,77.2%,30.6%,100%,71.6%,100%,100%
2026-09-09 11:33:00,100%,100%,,100%,81.7%,33.4%,92.9%,71.6%,100%,100%
2026-09-09 11:33:20,100%,,,100%,77.4%,34.2%,85.8%,71.6%,100%,100%
2026-09-09 11:33:40,100%,,,100%,68.1%,34.0%,92.9%,71.6%,100%,100%
2026-09-09 11:34:00,100%,,,100%,68%,31.4%,100%,71.6%,100%,100%
2026-09-09 11:34:20,100%,,,100%,69%,32.4%,85.8%,71.6%,100%,100%
2026-09-09 11:34:40,100%,,,100%,38.1%,30%,85.8%,71.6%,100%,100%
2026-09-09 11:35:00,100%,100%,,100%,,31.5%,100%,71.6%,100%,100%
2026-09-09 11:35:20,100%,100%,,100%,,30.6%,85.8%,,100%,
2026-09-09 11:35:40,100%,100%,100%,100%,,28.6%,92.9%,71.6%,100%,100%
2026-09-09 11:36:00,100%,100%,100%,100%,,30.7%,71.6%,71.6%,100%,100%
2026-09-09 11:36:20,100%,100%,100%,100%,,33.4%,85.8%,71.6%,100%,100%
2026-09-09 11:36:40,100%,100%,100%,100%,,28.8%,71.6%,71.6%,100%,100%
2026-09-09 11:37:00,92.9%,100%,100%,100%,,32.8%,85.8%,71.6%,100%,100%
2026-09-09 11:37:20,100%,100%,100%,100%,,33.6%,71.6%,71.6%,100%,100%
2026-09-09 11:37:40,100%,100%,100%,100%,,31.8%,92.9%,71.6%,100%,100%
2026-09-09 11:38:00,100%,100%,100%,100%,,29.5%,78.7%,71.6%,100%,100%
2026-09-09 11:38:20,100%,100%,100%,100%,,30.3%,85.8%,71.6%,100%,100%
2026-09-09 11:38:40,100%,100%,100%,100%,,30.4%,71.6%,71.6%,100%,100%
2026-09-09 11:39:00,100%,100%,100%,100%,,31.4%,78.7%,71.6%,100%,100%
2026-09-09 11:39:20,100%,100%,100%,100%,,31.2%,71.6%,71.6%,100%,100%
2026-09-09 11:39:40,100%,,100%,100%,,31.4%,71.6%,71.6%,100%,100%
2026-09-09 11:40:00,100%,100%,,100%,,30.2%,85.8%,71.6%,100%,100%
2026-09-09 11:40:20,100%,100%,,100%,,30.4%,71.6%,71.6%,100%,100%
2026-09-09 11:40:40,100%,100%,100%,100%,,30%,85.8%,71.6%,100%,100%
2026-09-09 11:41:00,100%,100%,100%,,,30.2%,71.6%,71.6%,100%,
2026-09-09 11:41:20,100%,100%,100%,100%,,29.9%,92.9%,71.6%,100%,100%
2026-09-09 11:41:40,100%,100%,,,,30%,100%,71.6%,100%,
2026-09-09 11:42:00,92.9%,100%,,100%,,29.6%,92.9%,71.6%,100%,100%
2026-09-09 11:42:20,100%,100%,,100%,,30%,100%,71.6%,100%,100%
2026-09-09 11:42:40,100%,100%,,100%,,30%,100%,71.6%,100%,100%
2026-09-09 11:43:00,100%,100%,,100%,,29.3%,78.7%,71.6%,100%,100%
2026-09-09 11:43:20,100%,,,100%,,30.8%,78.7%,71.6%,100%,100%
2026-09-09 11:43:40,100%,,,100%,,31.1%,78.7%,71.6%,100%,100%
2026-09-09 11:44:00,100%,,,100%,,29.5%,85.8%,71.6%,100%,100%
2026-09-09 11:44:20,92.9%,,,100%,,30.7%,85.8%,71.6%,100%,100%
2026-09-09 11:44:40,85.8%,,,100%,,30.2%,92.9%,71.6%,100%,100%
2026-09-09 11:45:00,100%,100%,,100%,,30.2%,71.6%,71.6%,100%,100%
2026-09-09 11:45:20,100%,100%,,100%,,30.2%,85.8%,71.6%,100%,100%
2026-09-09 11:45:40,100%,100%,100%,100%,,31%,71.6%,71.6%,100%,100%
2026-09-09 11:46:00,100%,100%,,100%,,31%,92.9%,71.6%,100%,100%
2026-09-09 11:46:20,100%,100%,,100%,,29.2%,92.9%,71.6%,100%,100%
2026-09-09 11:46:40,100%,100%,,100%,,29.3%,78.7%,71.6%,100%,100%
2026-09-09 11:47:00,100%,100%,,100%,,30%,85.8%,71.6%,100%,100%
2026-09-09 11:47:20,100%,100%,,100%,,31%,85.8%,71.6%,100%,100%
2026-09-09 11:47:40,100%,100%,,100%,,30%,78.7%,71.6%,100%,100%
2026-09-09 11:48:00,100%,100%,,100%,,31.8%,78.7%,71.6%,100%,100%
2026-09-09 11:48:20,100%,100%,,100%,,29.6%,92.9%,71.6%,100%,100%
2026-09-09 11:48:40,100%,100%,,100%,,29.9%,71.6%,71.6%,100%,100%
2026-09-09 11:49:00,100%,100%,,100%,,29.5%,78.7%,71.6%,100%,100%
2026-09-09 11:49:20,100%,100%,,100%,,30.2%,85.8%,71.6%,100%,100%
2026-09-09 11:49:40,100%,100%,,100%,,30%,85.8%,71.6%,100%,100%
2026-09-09 11:50:00,100%,100%,,100%,,29.3%,92.9%,71.6%,100%,100%
2026-09-09 11:50:20,100%,100%,,100%,,29.7%,71.6%,71.6%,100%,100%
2026-09-09 11:50:40,100%,,100%,100%,,30%,71.6%,71.6%,100%,100%
2026-09-09 11:51:00,100%,,100%,100%,,29.2%,71.6%,71.6%,100%,100%
2026-09-09 11:51:20,100%,,100%,100%,,29.4%,71.6%,71.6%,100%,100%
2026-09-09 11:51:40,92.9%,,100%,100%,,30.2%,71.6%,71.6%,100%,100%
2026-09-09 11:52:00,100%,,100%,100%,,31%,78.7%,71.6%,100%,100%
2026-09-09 11:52:20,92.9%,,100%,,,29.6%,71.6%,,100%,
2026-09-09 11:52:40,100%,,100%,100%,,30%,78.7%,71.6%,100%,100%
2026-09-09 11:53:00,100%,,100%,100%,,30%,78.7%,71.6%,100%,100%
2026-09-09 11:53:20,100%,,100%,100%,,29.4%,78.7%,71.6%,100%,100%
2026-09-09 11:53:40,100%,,100%,100%,,29.7%,71.6%,71.6%,100%,100%
2026-09-09 11:54:00,100%,,100%,100%,,30.2%,71.6%,71.6%,100%,100%
2026-09-09 11:54:20,100%,,100%,100%,,28.6%,71.6%,71.6%,100%,100%
2026-09-09 11:54:40,100%,,100%,100%,,29.4%,71.6%,71.6%,100%,100%
2026-09-09 11:55:00,100%,100%,100%,100%,,29.3%,71.6%,71.6%,100%,100%
2026-09-09 11:55:20,100%,100%,100%,100%,,30%,71.6%,71.6%,100%,100%
2026-09-09 11:55:40,100%,100%,100%,100%,,27.9%,78.7%,71.6%,100%,100%
2026-09-09 11:56:00,100%,100%,100%,100%,,28.7%,71.6%,71.6%,100%,100%
2026-09-09 11:56:20,100%,100%,100%,100%,,28.8%,71.6%,71.6%,100%,100%
2026-09-09 11:56:40,92.9%,100%,,100%,,28.6%,71.6%,71.6%,100%,100%
2026-09-09 11:57:00,100%,100%,,100%,,28.8%,100%,71.6%,100%,100%
2026-09-09 11:57:20,100%,100%,,100%,,28.7%,78.7%,71.6%,100%,100%
2026-09-09 11:57:40,100%,100%,,100%,,28.7%,71.6%,71.6%,100%,100%
2026-09-09 11:58:00,100%,100%,,100%,,28.5%,71.6%,71.6%,100%,100%
2026-09-09 11:58:20,78.7%,100%,,100%,,28.3%,71.6%,71.6%,100%,100%
2026-09-09 11:58:40,92.9%,100%,,100%,,31.3%,71.6%,71.6%,100%,100%
2026-09-09 11:59:00,78.7%,100%,,100%,,27%,71.6%,71.6%,100%,100%
2026-09-09 11:59:20,92.9%,100%,,100%,,30%,71.6%,71.6%,100%,100%
2026-09-09 11:59:40,100%,100%,,100%,,29.7%,71.6%,71.6%,100%,100%
2026-09-09 12:00:00,100%,100%,,,,29.7%,71.6%,,100%,
2026-09-09 12:00:20,100%,100%,,100%,,28.5%,71.6%,71.6%,100%,100%
2026-09-09 12:00:40,100%,,100%,100%,,28.4%,71.6%,71.6%,100%,100%
2026-09-09 12:01:00,100%,,100%,100%,,27.1%,71.6%,71.6%,100%,100%
2026-09-09 12:01:20,100%,,100%,100%,,28.5%,71.6%,71.6%,100%,100%
2026-09-09 12:01:40,100%,,100%,100%,,27.3%,71.6%,71.6%,100%,100%
2026-09-09 12:02:00,100%,,100%,100%,100%,27.8%,71.6%,71.6%,100%,100%
2026-09-09 12:02:20,100%,,100%,100%,100%,27.3%,71.6%,,100%,
2026-09-09 12:02:40,92.9%,,100%,100%,100%,28%,71.6%,71.6%,100%,100%
2026-09-09 12:03:00,71.6%,,100%,,100%,29%,71.6%,,100%,
2026-09-09 12:03:20,100%,,100%,100%,100%,28.4%,71.6%,71.6%,100%,100%
2026-09-09 12:03:40,100%,,100%,100%,100%,28.9%,71.6%,71.6%,100%,100%
2026-09-09 12:04:00,100%,,100%,100%,100%,30%,85.8%,71.6%,100%,100%
2026-09-09 12:04:20,100%,,100%,100%,100%,60%,71.6%,71.6%,100%,100%
2026-09-09 12:04:40,100%,,100%,100%,100%,65%,85.8%,71.6%,100%,100%
2026-09-09 12:05:00,92.9%,100%,100%,100%,100%,65%,71.6%,71.6%,100%,100%
2026-09-09 12:05:20,92.9%,100%,100%,100%,100%,65%,71.6%,71.6%,100%,100%
2026-09-09 12:05:40,100%,100%,100%,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:06:00,100%,100%,100%,100%,,100%,71.6%,,100%,
2026-09-09 12:06:20,100%,,100%,100%,,100%,78.7%,71.6%,100%,100%
2026-09-09 12:06:40,100%,,,100%,,100%,71.6%,71.6%,100%,100%
2026-09-09 12:07:00,100%,,,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:07:20,85.8%,,,100%,100%,100%,71.6%,,100%,
2026-09-09 12:07:40,100%,,,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:08:00,85.8%,,,,100%,100%,71.6%,,100%,
2026-09-09 12:08:20,100%,,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 12:08:40,92.9%,,,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:09:00,100%,,,100%,,100%,78.7%,,92.9%,100%
2026-09-09 12:09:20,92.9%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:09:40,100%,,,100%,,,71.6%,71.6%,92.9%,100%
2026-09-09 12:10:00,100%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:10:20,92.9%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:10:40,100%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:11:00,100%,,100%,100%,,,78.7%,71.6%,92.9%,100%
2026-09-09 12:11:20,100%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:11:40,85.8%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:12:00,78.7%,,,100%,100%,,85.8%,71.6%,100%,100%
2026-09-09 12:12:20,92.9%,,,100%,100%,,78.7%,71.6%,100%,100%
2026-09-09 12:12:40,100%,,,100%,100%,,85.8%,71.6%,92.9%,100%
2026-09-09 12:13:00,92.9%,,,,100%,,71.6%,,100%,
2026-09-09 12:13:20,92.9%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:13:40,92.9%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:14:00,100%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:14:20,100%,,,100%,100%,,78.7%,71.6%,92.9%,100%
2026-09-09 12:14:40,100%,,,100%,100%,,85.8%,71.6%,92.9%,100%
2026-09-09 12:15:00,100%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:15:20,100%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:15:40,100%,100%,,100%,100%,,92.9%,71.6%,100%,100%
2026-09-09 12:16:00,100%,,100%,,,,71.6%,,92.9%,
2026-09-09 12:16:20,100%,,100%,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:16:40,100%,,100%,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:17:00,100%,,,,100%,,71.6%,,85.8%,
2026-09-09 12:17:20,100%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:17:40,78.7%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:18:00,78.7%,,,100%,,,71.6%,71.6%,92.9%,100%
2026-09-09 12:18:20,85.8%,,,100%,,,71.6%,71.6%,92.9%,100%
2026-09-09 12:18:40,100%,,,100%,,,71.6%,71.6%,85.8%,100%
2026-09-09 12:19:00,92.9%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:19:20,100%,,,100%,,,71.6%,71.6%,78.7%,100%
2026-09-09 12:19:40,85.8%,,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:20:00,85.8%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:20:20,78.7%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:20:40,92.9%,100%,,,,,78.7%,,100%,
2026-09-09 12:21:00,92.9%,100%,100%,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:21:20,85.8%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:21:40,100%,100%,,100%,,,71.6%,71.6%,100%,100%
2026-09-09 12:22:00,92.9%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:22:20,85.8%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:22:40,92.9%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:23:00,85.8%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:23:20,100%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:23:40,92.9%,100%,,100%,100%,,71.6%,71.6%,71.6%,100%
2026-09-09 12:24:00,78.7%,100%,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:24:20,100%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:24:40,100%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:25:00,92.9%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:25:20,78.7%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:25:40,78.7%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:26:00,71.6%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:26:20,,100%,100%,,100%,,71.6%,,78.7%,
2026-09-09 12:26:40,71.6%,100%,100%,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:27:00,71.6%,100%,100%,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:27:20,71.6%,100%,100%,,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:27:40,71.6%,100%,100%,100%,100%,,71.6%,71.6%,85.8%,
2026-09-09 12:28:00,71.6%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:28:20,71.6%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:28:40,71.6%,100%,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:29:00,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:29:20,71.6%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:29:40,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:30:00,71.6%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:30:20,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:30:40,71.6%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:31:00,71.6%,100%,100%,,100%,,71.6%,71.6%,100%,
2026-09-09 12:31:20,71.6%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:31:40,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:32:00,71.6%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:32:20,71.6%,100%,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:32:40,71.6%,100%,,100%,100%,,71.6%,71.6%,71.6%,100%
2026-09-09 12:33:00,71.6%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:33:20,100%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:33:40,100%,100%,,100%,100%,,71.6%,71.6%,71.6%,100%
2026-09-09 12:34:00,78.7%,,,100%,100%,,71.6%,71.6%,71.6%,100%
2026-09-09 12:34:20,85.8%,,,100%,100%,,71.6%,62.4%,85.8%,100%
2026-09-09 12:34:40,71.6%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:35:00,92.9%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:35:20,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:35:40,78.7%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:36:00,78.7%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:36:20,85.8%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:36:40,71.6%,100%,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:37:00,85.8%,100%,100%,,100%,,71.6%,71.6%,92.9%,
2026-09-09 12:37:20,71.6%,100%,100%,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:37:40,92.9%,100%,100%,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:38:00,71.6%,100%,,100%,100%,,71.6%,,85.8%,
2026-09-09 12:38:20,85.8%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:38:40,71.6%,100%,,,100%,,71.6%,,85.8%,
2026-09-09 12:39:00,85.8%,100%,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:39:20,71.6%,100%,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:39:40,71.6%,,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:40:00,71.6%,100%,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:40:20,71.6%,,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:40:40,71.6%,,,100%,100%,,71.6%,71.6%,71.6%,100%
2026-09-09 12:41:00,100%,,100%,,100%,,71.6%,,100%,
2026-09-09 12:41:20,100%,,100%,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:41:40,85.8%,,100%,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:42:00,100%,,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:42:20,92.9%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:42:40,85.8%,,,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:43:00,78.7%,,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:43:20,78.7%,,,100%,100%,,71.6%,71.6%,78.7%,100%
2026-09-09 12:43:40,78.7%,,,,100%,,71.6%,,100%,
2026-09-09 12:44:00,71.6%,,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:44:20,85.8%,,,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:44:40,71.6%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:45:00,85.8%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:45:20,71.6%,100%,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:45:40,78.7%,,,100%,100%,,71.6%,71.6%,100%,100%
2026-09-09 12:46:00,71.6%,,100%,100%,100%,,71.6%,71.6%,92.9%,100%
2026-09-09 12:46:20,78.7%,,100%,100%,100%,,71.6%,71.6%,85.8%,100%
2026-09-09 12:46:40,78.7%,,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:47:00,71.6%,,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:47:20,71.6%,,100%,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:47:40,71.6%,,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:48:00,71.6%,,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:48:20,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:48:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,
2026-09-09 12:49:00,71.6%,,,100%,,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:49:20,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:49:40,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:50:00,78.7%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:50:20,85.8%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:50:40,92.9%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:51:00,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:51:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:51:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:52:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:52:20,71.6%,100%,,,100%,100%,71.6%,71.6%,92.9%,
2026-09-09 12:52:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 12:53:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 12:53:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 12:53:40,71.6%,,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 12:54:00,71.6%,,,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:54:20,78.7%,,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:54:40,71.6%,,,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:55:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:55:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:55:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:56:00,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 12:56:20,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 12:56:40,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:57:00,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:57:20,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 12:57:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:58:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:58:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 12:58:40,71.6%,,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 12:59:00,71.6%,,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 12:59:20,71.6%,,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 12:59:40,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:00:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:00:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:00:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:01:00,78.7%,100%,100%,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:01:20,100%,100%,100%,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:01:40,85.8%,100%,100%,100%,100%,100%,71.6%,71.6%,85.8%,
2026-09-09 13:02:00,85.8%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:02:20,71.6%,100%,100%,,100%,100%,71.6%,71.6%,78.7%,
2026-09-09 13:02:40,85.8%,100%,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:03:00,,100%,100%,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:03:20,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:03:40,,100%,100%,,100%,100%,78.7%,,71.6%,
2026-09-09 13:04:00,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:04:20,78.7%,,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:04:40,,,,,,100%,71.6%,,71.6%,
2026-09-09 13:05:00,100%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:05:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:05:40,85.8%,100%,,,100%,100%,71.6%,71.6%,71.6%,
2026-09-09 13:06:00,100%,100%,100%,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:06:20,100%,100%,100%,100%,,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:06:40,71.6%,100%,,,,100%,78.7%,71.6%,85.8%,
2026-09-09 13:07:00,85.8%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:07:20,78.7%,100%,,100%,100%,100%,78.7%,71.6%,71.6%,100%
2026-09-09 13:07:40,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:08:00,78.7%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:08:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:08:40,85.8%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:09:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:09:20,78.7%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:09:40,78.7%,100%,,100%,100%,100%,85.8%,71.6%,71.6%,100%
2026-09-09 13:10:00,71.6%,100%,,,100%,100%,85.8%,71.6%,71.6%,
2026-09-09 13:10:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:10:40,85.8%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:11:00,71.6%,100%,,,,100%,71.6%,71.6%,71.6%,
2026-09-09 13:11:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:11:40,71.6%,,,100%,100%,100%,78.7%,71.6%,78.7%,100%
2026-09-09 13:12:00,71.6%,,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:12:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,
2026-09-09 13:12:40,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:13:00,71.6%,,,100%,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:13:20,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:13:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,
2026-09-09 13:14:00,71.6%,,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:14:20,71.6%,,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 13:14:40,71.6%,,,,100%,100%,71.6%,71.6%,85.8%,
