sep=,
"Time","I38","I39","I40","I41","I42","I43","I44","I48","I38","I39","I40","I41","I42","I43","I44","I48"
2026-09-07 19:56:00,26.6 V,26.8 V,26.6 V,26.8 V,,27.0 V,26.7 V,26.2 V,1838 rpm,1400 rpm,1812 rpm,1848 rpm,,1793 rpm,1826 rpm,1832 rpm
2026-09-07 19:58:00,26.6 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,1844 rpm,1400 rpm,1796 rpm,1824 rpm,,1804 rpm,1851 rpm,1805 rpm
2026-09-07 20:00:00,26.6 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,1851 rpm,1400 rpm,1798 rpm,1836 rpm,,1819 rpm,1838 rpm,1456 rpm
2026-09-07 20:02:00,26.6 V,26.8 V,26.7 V,26.6 V,,27.0 V,26.7 V,26.2 V,1785 rpm,1400 rpm,1782 rpm,1865 rpm,,1820 rpm,1800 rpm,1821 rpm
2026-09-07 20:04:00,26.6 V,25.9 V,26.5 V,26.8 V,,27.0 V,26.7 V,26.2 V,800 rpm,1400 rpm,1838 rpm,1823 rpm,,1834 rpm,1834 rpm,1836 rpm
2026-09-07 20:06:00,26.7 V,26.8 V,26.5 V,26.8 V,,27.0 V,26.7 V,26.1 V,800 rpm,837 rpm,1838 rpm,1828 rpm,,1854 rpm,1400 rpm,1834 rpm
2026-09-07 20:08:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.5 V,26.2 V,800 rpm,823 rpm,1781 rpm,1840 rpm,,1835 rpm,1832 rpm,1834 rpm
2026-09-07 20:10:00,26.7 V,26.7 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.1 V,800 rpm,799 rpm,1796 rpm,1837 rpm,,1820 rpm,1816 rpm,1856 rpm
2026-09-07 20:12:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.1 V,1659 rpm,814 rpm,1779 rpm,1826 rpm,,1828 rpm,1810 rpm,1833 rpm
2026-09-07 20:14:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.6 V,26.1 V,1892 rpm,800 rpm,1815 rpm,1820 rpm,,1791 rpm,920 rpm,1859 rpm
2026-09-07 20:16:00,26.7 V,26.8 V,26.5 V,26.7 V,,27.0 V,26.6 V,26.1 V,1893 rpm,800 rpm,1802 rpm,1853 rpm,,1818 rpm,800 rpm,1852 rpm
2026-09-07 20:18:00,26.7 V,26.8 V,26.7 V,26.8 V,,26.8 V,26.7 V,26.0 V,1873 rpm,813 rpm,1791 rpm,1818 rpm,,1353 rpm,1237 rpm,1814 rpm
2026-09-07 20:20:00,26.7 V,26.8 V,26.7 V,26.8 V,,26.8 V,26.7 V,26.2 V,1900 rpm,811 rpm,1772 rpm,1841 rpm,,800 rpm,1821 rpm,1811 rpm
2026-09-07 20:22:00,26.7 V,26.9 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,1900 rpm,1502 rpm,1823 rpm,1846 rpm,,800 rpm,1815 rpm,1839 rpm
2026-09-07 20:24:00,26.7 V,26.9 V,26.3 V,26.8 V,,27.0 V,26.7 V,26.1 V,1809 rpm,1832 rpm,1855 rpm,1878 rpm,,800 rpm,1155 rpm,1804 rpm
2026-09-07 20:26:00,26.7 V,26.9 V,26.7 V,,,27.0 V,26.5 V,26.2 V,1896 rpm,1823 rpm,1813 rpm,,,800 rpm,1724 rpm,1838 rpm
2026-09-07 20:28:00,26.7 V,26.7 V,26.5 V,,,26.9 V,26.7 V,26.1 V,1854 rpm,1818 rpm,1779 rpm,,,800 rpm,1808 rpm,1851 rpm
2026-09-07 20:30:00,26.7 V,26.9 V,26.7 V,26.8 V,,26.5 V,26.7 V,26.2 V,1858 rpm,1826 rpm,1822 rpm,1825 rpm,,1679 rpm,1823 rpm,1815 rpm
2026-09-07 20:32:00,26.7 V,26.9 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.1 V,1901 rpm,1833 rpm,1818 rpm,1838 rpm,,1832 rpm,1279 rpm,1791 rpm
2026-09-07 20:34:00,26.7 V,26.7 V,26.5 V,26.8 V,,27.0 V,26.7 V,26.3 V,1900 rpm,1839 rpm,1808 rpm,1853 rpm,,1803 rpm,1486 rpm,1394 rpm
2026-09-07 20:36:00,26.7 V,26.6 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.4 V,1900 rpm,1747 rpm,1759 rpm,1864 rpm,,1457 rpm,1818 rpm,838 rpm
2026-09-07 20:38:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.1 V,1900 rpm,1821 rpm,1750 rpm,1882 rpm,,1777 rpm,1818 rpm,1824 rpm
2026-09-07 20:40:00,26.7 V,26.8 V,26.5 V,26.8 V,,27.0 V,26.7 V,26.1 V,1900 rpm,1605 rpm,1809 rpm,1838 rpm,,1821 rpm,1830 rpm,1839 rpm
2026-09-07 20:42:00,26.7 V,26.7 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,1900 rpm,1823 rpm,1745 rpm,1837 rpm,,1818 rpm,1815 rpm,1812 rpm
2026-09-07 20:44:00,26.8 V,26.7 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,1900 rpm,1772 rpm,1790 rpm,1871 rpm,,1803 rpm,1276 rpm,1801 rpm
2026-09-07 20:46:00,26.8 V,26.8 V,,26.8 V,,26.9 V,26.7 V,26.2 V,1900 rpm,1819 rpm,,1900 rpm,,1839 rpm,1793 rpm,1634 rpm
2026-09-07 20:48:00,26.8 V,26.8 V,,26.9 V,,27.0 V,26.7 V,26.2 V,1900 rpm,1763 rpm,,1900 rpm,,1815 rpm,1837 rpm,1137 rpm
2026-09-07 20:50:00,26.8 V,26.6 V,26.7 V,26.8 V,,27.0 V,26.5 V,26.1 V,1900 rpm,1786 rpm,1812 rpm,1521 rpm,,1819 rpm,1452 rpm,1791 rpm
2026-09-07 20:52:00,26.8 V,26.8 V,26.6 V,26.9 V,,27.0 V,26.7 V,26.1 V,1900 rpm,1823 rpm,1410 rpm,1549 rpm,,1828 rpm,800 rpm,1815 rpm
2026-09-07 20:54:00,26.8 V,26.8 V,26.6 V,26.9 V,,27.0 V,26.7 V,26.4 V,1825 rpm,1833 rpm,1801 rpm,1813 rpm,,1845 rpm,800 rpm,1026 rpm
2026-09-07 20:56:00,26.8 V,26.7 V,26.7 V,26.9 V,,26.9 V,26.7 V,26.4 V,1852 rpm,1830 rpm,1775 rpm,1822 rpm,,1820 rpm,1388 rpm,800 rpm
2026-09-07 20:58:00,26.8 V,26.7 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.4 V,1883 rpm,1832 rpm,1780 rpm,1837 rpm,,1833 rpm,1804 rpm,1231 rpm
2026-09-07 21:00:00,26.8 V,26.8 V,26.7 V,26.9 V,,26.8 V,26.7 V,26.2 V,1860 rpm,1444 rpm,1792 rpm,1811 rpm,,1818 rpm,1779 rpm,1795 rpm
2026-09-07 21:02:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,26.7 V,26.2 V,1850 rpm,800 rpm,1843 rpm,1835 rpm,,1808 rpm,800 rpm,1816 rpm
2026-09-07 21:04:00,26.7 V,26.7 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.4 V,1847 rpm,800 rpm,1844 rpm,1864 rpm,,1821 rpm,800 rpm,977 rpm
2026-09-07 21:06:00,26.7 V,26.8 V,26.7 V,26.9 V,,26.9 V,26.7 V,26.4 V,1853 rpm,829 rpm,1847 rpm,1896 rpm,,1828 rpm,800 rpm,800 rpm
2026-09-07 21:08:00,26.7 V,26.7 V,26.5 V,26.9 V,,26.9 V,26.7 V,26.2 V,1854 rpm,800 rpm,1810 rpm,1901 rpm,,1804 rpm,1500 rpm,1708 rpm
2026-09-07 21:10:00,26.7 V,26.8 V,26.7 V,27.0 V,,26.9 V,26.7 V,26.2 V,1845 rpm,823 rpm,1807 rpm,1870 rpm,,1844 rpm,1808 rpm,1791 rpm
2026-09-07 21:12:00,26.7 V,26.8 V,26.8 V,27.0 V,,26.9 V,26.7 V,26.3 V,1886 rpm,800 rpm,1836 rpm,1842 rpm,,1823 rpm,1825 rpm,1342 rpm
2026-09-07 21:14:00,26.7 V,26.9 V,26.8 V,27.0 V,,26.9 V,26.7 V,26.5 V,1839 rpm,920 rpm,1816 rpm,1805 rpm,,1800 rpm,1835 rpm,800 rpm
2026-09-07 21:16:00,26.7 V,26.7 V,26.8 V,27.0 V,,26.8 V,26.7 V,26.2 V,1830 rpm,1787 rpm,1839 rpm,1828 rpm,,1833 rpm,1809 rpm,1644 rpm
2026-09-07 21:18:00,26.7 V,26.9 V,26.5 V,27.0 V,,26.9 V,26.7 V,26.2 V,1893 rpm,1816 rpm,1825 rpm,1824 rpm,,1831 rpm,1855 rpm,1810 rpm
2026-09-07 21:20:00,26.7 V,26.9 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.3 V,1900 rpm,1558 rpm,1798 rpm,1832 rpm,,1814 rpm,1835 rpm,1269 rpm
2026-09-07 21:22:00,26.7 V,26.7 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.5 V,1613 rpm,1670 rpm,1818 rpm,1828 rpm,,1812 rpm,1813 rpm,800 rpm
2026-09-07 21:24:00,26.7 V,26.9 V,26.8 V,26.9 V,,26.9 V,26.5 V,26.5 V,800 rpm,1817 rpm,1842 rpm,1851 rpm,,1859 rpm,1835 rpm,800 rpm
2026-09-07 21:26:00,26.7 V,26.8 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.4 V,801 rpm,1758 rpm,1806 rpm,1827 rpm,,1856 rpm,1819 rpm,1073 rpm
2026-09-07 21:28:00,26.7 V,26.9 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,800 rpm,1830 rpm,1877 rpm,1825 rpm,,980 rpm,1829 rpm,1798 rpm
2026-09-07 21:30:00,26.7 V,26.7 V,26.5 V,26.9 V,,27.0 V,26.7 V,26.2 V,800 rpm,1824 rpm,1836 rpm,1849 rpm,,800 rpm,1839 rpm,1810 rpm
2026-09-07 21:32:00,26.7 V,26.8 V,26.8 V,26.9 V,,26.4 V,26.7 V,26.2 V,800 rpm,1809 rpm,1797 rpm,1849 rpm,,800 rpm,1821 rpm,1806 rpm
2026-09-07 21:34:00,26.8 V,26.9 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.2 V,800 rpm,1822 rpm,1824 rpm,1866 rpm,,800 rpm,1546 rpm,1809 rpm
2026-09-07 21:36:00,26.7 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,800 rpm,1783 rpm,1785 rpm,1327 rpm,,800 rpm,1356 rpm,1819 rpm
2026-09-07 21:38:00,26.8 V,26.9 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,800 rpm,1823 rpm,1809 rpm,1302 rpm,,800 rpm,1822 rpm,1818 rpm
2026-09-07 21:40:00,26.8 V,26.9 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.4 V,800 rpm,1844 rpm,1845 rpm,1302 rpm,,800 rpm,1820 rpm,1148 rpm
2026-09-07 21:42:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.4 V,800 rpm,1840 rpm,1817 rpm,1302 rpm,,800 rpm,1844 rpm,1185 rpm
2026-09-07 21:44:00,26.8 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.2 V,800 rpm,1834 rpm,1825 rpm,1302 rpm,,800 rpm,1823 rpm,1780 rpm
2026-09-07 21:46:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,800 rpm,1797 rpm,1803 rpm,1570 rpm,,800 rpm,1825 rpm,1830 rpm
2026-09-07 21:48:00,26.8 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.2 V,909 rpm,800 rpm,1812 rpm,1845 rpm,,651 rpm,1819 rpm,1707 rpm
2026-09-07 21:50:00,26.8 V,26.8 V,26.6 V,26.9 V,,,26.7 V,26.4 V,1835 rpm,800 rpm,1850 rpm,1897 rpm,,,1825 rpm,1392 rpm
2026-09-07 21:52:00,26.0 V,26.8 V,26.4 V,26.9 V,,25.8 V,26.6 V,26.2 V,1214 rpm,947 rpm,1844 rpm,1885 rpm,,349 rpm,1833 rpm,1788 rpm
2026-09-07 21:54:00,26.7 V,26.7 V,26.7 V,26.9 V,,26.9 V,26.6 V,26.0 V,800 rpm,1753 rpm,1828 rpm,1869 rpm,,800 rpm,1819 rpm,1819 rpm
2026-09-07 21:56:00,26.8 V,26.8 V,26.8 V,26.9 V,,26.4 V,26.7 V,26.5 V,800 rpm,1790 rpm,1806 rpm,1882 rpm,,1065 rpm,1817 rpm,800 rpm
2026-09-07 21:58:00,26.0 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.3 V,925 rpm,1828 rpm,1799 rpm,1880 rpm,,1861 rpm,1837 rpm,1385 rpm
2026-09-07 22:00:00,26.8 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.5 V,26.2 V,1852 rpm,1830 rpm,1806 rpm,1847 rpm,,1826 rpm,1831 rpm,1800 rpm
2026-09-07 22:02:00,26.8 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1856 rpm,1753 rpm,1791 rpm,1834 rpm,,1087 rpm,1814 rpm,1819 rpm
2026-09-07 22:04:00,26.8 V,26.7 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.2 V,1223 rpm,1817 rpm,1824 rpm,1834 rpm,,1774 rpm,1849 rpm,1815 rpm
2026-09-07 22:06:00,26.8 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1344 rpm,1828 rpm,1818 rpm,1852 rpm,,1328 rpm,1815 rpm,1818 rpm
2026-09-07 22:08:00,26.8 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1856 rpm,1826 rpm,1849 rpm,1877 rpm,,1278 rpm,1827 rpm,1828 rpm
2026-09-07 22:10:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1875 rpm,1819 rpm,1849 rpm,1854 rpm,,800 rpm,1846 rpm,1808 rpm
2026-09-07 22:12:00,26.8 V,26.6 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,1864 rpm,1832 rpm,1836 rpm,1849 rpm,,800 rpm,1824 rpm,1828 rpm
2026-09-07 22:14:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1856 rpm,1829 rpm,1821 rpm,1855 rpm,,1104 rpm,1829 rpm,1803 rpm
2026-09-07 22:16:00,26.8 V,26.5 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1851 rpm,1832 rpm,1822 rpm,1876 rpm,,1865 rpm,1838 rpm,1826 rpm
2026-09-07 22:18:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,1868 rpm,1826 rpm,1822 rpm,1849 rpm,,1794 rpm,1821 rpm,1820 rpm
2026-09-07 22:20:00,26.7 V,26.6 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1845 rpm,1835 rpm,1848 rpm,1843 rpm,,1831 rpm,1837 rpm,1820 rpm
2026-09-07 22:22:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.5 V,26.2 V,1831 rpm,1827 rpm,1838 rpm,1842 rpm,,1791 rpm,1821 rpm,1833 rpm
2026-09-07 22:24:00,26.7 V,26.7 V,26.8 V,26.8 V,,27.0 V,26.7 V,26.2 V,1862 rpm,1846 rpm,1814 rpm,1825 rpm,,1807 rpm,1828 rpm,1825 rpm
2026-09-07 22:26:00,26.7 V,26.8 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.1 V,1863 rpm,1853 rpm,1799 rpm,1837 rpm,,1835 rpm,1824 rpm,1849 rpm
2026-09-07 22:28:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1856 rpm,1718 rpm,1823 rpm,1816 rpm,,1803 rpm,1826 rpm,1843 rpm
2026-09-07 22:30:00,26.7 V,26.6 V,26.8 V,26.7 V,,27.0 V,26.7 V,26.1 V,1858 rpm,1839 rpm,1317 rpm,1844 rpm,,1815 rpm,1823 rpm,1841 rpm
2026-09-07 22:32:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,1864 rpm,1827 rpm,837 rpm,1859 rpm,,1806 rpm,1834 rpm,1830 rpm
2026-09-07 22:34:00,26.7 V,26.8 V,26.8 V,26.8 V,,27.0 V,26.7 V,26.1 V,1848 rpm,988 rpm,1838 rpm,1849 rpm,,1826 rpm,1815 rpm,1831 rpm
2026-09-07 22:36:00,26.7 V,26.8 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.2 V,1873 rpm,1563 rpm,1839 rpm,1875 rpm,,1834 rpm,1837 rpm,1808 rpm
2026-09-07 22:38:00,26.7 V,26.8 V,26.5 V,26.8 V,,27.0 V,26.4 V,26.2 V,1897 rpm,1843 rpm,1818 rpm,1868 rpm,,1824 rpm,1827 rpm,1821 rpm
2026-09-07 22:40:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.0 V,1716 rpm,974 rpm,1819 rpm,1843 rpm,,1808 rpm,1825 rpm,1829 rpm
2026-09-07 22:42:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,865 rpm,1822 rpm,1807 rpm,1842 rpm,,1833 rpm,1846 rpm,1814 rpm
2026-09-07 22:44:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.6 V,26.1 V,1883 rpm,1834 rpm,1828 rpm,1829 rpm,,1788 rpm,1828 rpm,1827 rpm
2026-09-07 22:46:00,26.7 V,26.6 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,934 rpm,1827 rpm,1830 rpm,1833 rpm,,1809 rpm,1819 rpm,1858 rpm
2026-09-07 22:48:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,25.9 V,800 rpm,1828 rpm,1805 rpm,1889 rpm,,1832 rpm,1836 rpm,1837 rpm
2026-09-07 22:50:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,800 rpm,1817 rpm,1819 rpm,1880 rpm,,1829 rpm,1820 rpm,1805 rpm
2026-09-07 22:52:00,26.8 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,800 rpm,1826 rpm,1804 rpm,1865 rpm,,1812 rpm,1551 rpm,1862 rpm
2026-09-07 22:54:00,26.8 V,26.8 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.2 V,800 rpm,1828 rpm,1816 rpm,1898 rpm,,1832 rpm,800 rpm,1835 rpm
2026-09-07 22:56:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,800 rpm,1824 rpm,1796 rpm,1878 rpm,,1817 rpm,800 rpm,1842 rpm
2026-09-07 22:58:00,26.8 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,800 rpm,1859 rpm,1804 rpm,1871 rpm,,1819 rpm,800 rpm,1851 rpm
2026-09-07 23:00:00,26.8 V,26.8 V,26.8 V,26.8 V,,27.0 V,26.7 V,26.1 V,800 rpm,1878 rpm,1827 rpm,1875 rpm,,1150 rpm,800 rpm,1889 rpm
2026-09-07 23:02:00,26.8 V,26.8 V,26.8 V,26.8 V,,27.0 V,26.7 V,26.2 V,800 rpm,1856 rpm,1804 rpm,1863 rpm,,1090 rpm,800 rpm,1900 rpm
2026-09-07 23:04:00,26.8 V,26.8 V,26.7 V,26.8 V,27.0 V,27.0 V,26.9 V,,800 rpm,1840 rpm,1837 rpm,1869 rpm,802 rpm,1837 rpm,1777 rpm,
2026-09-07 23:06:00,26.8 V,26.8 V,26.5 V,26.9 V,27.0 V,27.0 V,26.9 V,26.3 V,1494 rpm,1834 rpm,1841 rpm,1864 rpm,800 rpm,1812 rpm,1824 rpm,1191 rpm
2026-09-07 23:08:00,26.8 V,26.8 V,26.8 V,26.9 V,27.0 V,27.0 V,26.9 V,26.4 V,800 rpm,1836 rpm,1772 rpm,1879 rpm,813 rpm,1809 rpm,1847 rpm,1201 rpm
2026-09-07 23:10:00,26.8 V,26.8 V,26.8 V,26.9 V,26.6 V,27.0 V,26.9 V,26.2 V,800 rpm,1829 rpm,1749 rpm,1886 rpm,727 rpm,1852 rpm,1864 rpm,1776 rpm
2026-09-07 23:12:00,26.6 V,26.8 V,26.5 V,26.9 V,,27.0 V,26.9 V,26.2 V,1744 rpm,1830 rpm,1825 rpm,1878 rpm,,1835 rpm,1828 rpm,1844 rpm
2026-09-07 23:14:00,26.9 V,26.8 V,26.8 V,26.8 V,,27.0 V,26.9 V,26.2 V,1817 rpm,1831 rpm,1780 rpm,1870 rpm,,1821 rpm,1855 rpm,1854 rpm
2026-09-07 23:16:00,26.8 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.9 V,26.2 V,1817 rpm,1824 rpm,1805 rpm,1856 rpm,,1843 rpm,1855 rpm,1832 rpm
2026-09-07 23:18:00,26.8 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.6 V,26.2 V,1834 rpm,1826 rpm,1811 rpm,1868 rpm,,1823 rpm,1858 rpm,1837 rpm
2026-09-07 23:20:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,1840 rpm,1834 rpm,1858 rpm,1849 rpm,,1822 rpm,1846 rpm,1831 rpm
2026-09-07 23:22:00,26.6 V,26.8 V,26.6 V,26.8 V,,26.9 V,26.9 V,26.2 V,1833 rpm,1824 rpm,1790 rpm,1855 rpm,,1841 rpm,1821 rpm,1838 rpm
2026-09-07 23:24:00,26.7 V,26.8 V,26.6 V,26.8 V,,27.0 V,26.9 V,26.2 V,1837 rpm,1839 rpm,1790 rpm,1867 rpm,,1829 rpm,1837 rpm,1820 rpm
2026-09-07 23:26:00,26.7 V,26.8 V,26.7 V,26.8 V,,27.0 V,26.9 V,26.2 V,1830 rpm,1834 rpm,1793 rpm,1861 rpm,,1822 rpm,1853 rpm,1836 rpm
2026-09-07 23:28:00,26.7 V,26.8 V,26.7 V,26.7 V,,27.0 V,26.9 V,26.1 V,1841 rpm,1832 rpm,1761 rpm,1548 rpm,,1843 rpm,1816 rpm,1850 rpm
2026-09-07 23:30:00,26.7 V,26.8 V,26.6 V,26.9 V,,27.0 V,26.9 V,26.1 V,1855 rpm,1576 rpm,1820 rpm,1536 rpm,,1783 rpm,1836 rpm,1867 rpm
2026-09-07 23:32:00,26.7 V,26.8 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.0 V,1851 rpm,1833 rpm,1824 rpm,1536 rpm,,1811 rpm,1827 rpm,1868 rpm
2026-09-07 23:34:00,26.4 V,26.9 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.2 V,1827 rpm,1471 rpm,1772 rpm,1535 rpm,,1855 rpm,1823 rpm,1676 rpm
2026-09-07 23:36:00,,26.8 V,26.5 V,26.9 V,,27.0 V,26.7 V,25.8 V,,1129 rpm,1799 rpm,1536 rpm,,1847 rpm,1842 rpm,806 rpm
2026-09-07 23:38:00,,26.5 V,26.7 V,26.7 V,,27.0 V,26.9 V,26.1 V,,1387 rpm,1856 rpm,1718 rpm,,1850 rpm,1815 rpm,900 rpm
2026-09-07 23:40:00,,26.2 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.2 V,,800 rpm,1867 rpm,1866 rpm,,1792 rpm,1830 rpm,1579 rpm
2026-09-07 23:42:00,,,26.8 V,26.9 V,,26.9 V,26.9 V,26.2 V,,,1003 rpm,1852 rpm,,1847 rpm,1834 rpm,1872 rpm
2026-09-07 23:44:00,26.6 V,,26.7 V,26.9 V,,26.9 V,26.9 V,,953 rpm,,1806 rpm,1851 rpm,,1782 rpm,1844 rpm,
2026-09-07 23:46:00,26.6 V,,26.8 V,26.9 V,,27.0 V,26.9 V,,800 rpm,,1784 rpm,1845 rpm,,1813 rpm,1825 rpm,
2026-09-07 23:48:00,26.7 V,,26.6 V,26.8 V,,27.0 V,26.8 V,,1187 rpm,,1821 rpm,1845 rpm,,1815 rpm,1825 rpm,
2026-09-07 23:50:00,26.6 V,,26.8 V,26.9 V,,26.9 V,26.9 V,,1873 rpm,,1801 rpm,1808 rpm,,1838 rpm,1830 rpm,
2026-09-07 23:52:00,26.7 V,,26.8 V,26.9 V,,26.9 V,26.8 V,,1808 rpm,,1782 rpm,1810 rpm,,1822 rpm,1371 rpm,
2026-09-07 23:54:00,26.7 V,,26.6 V,26.9 V,,26.9 V,26.7 V,,1811 rpm,,1810 rpm,1827 rpm,,1830 rpm,1536 rpm,
2026-09-07 23:56:00,26.7 V,,26.8 V,26.9 V,,26.9 V,26.7 V,,1758 rpm,,1806 rpm,1820 rpm,,1824 rpm,800 rpm,
2026-09-07 23:58:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,800 rpm,,1771 rpm,1822 rpm,,1786 rpm,1705 rpm,
2026-09-08 00:00:00,26.7 V,,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,,1813 rpm,1819 rpm,,1806 rpm,1830 rpm,
2026-09-08 00:02:00,26.7 V,,26.8 V,26.8 V,,26.8 V,26.7 V,,800 rpm,,1825 rpm,1836 rpm,,1830 rpm,1842 rpm,
2026-09-08 00:04:00,26.7 V,,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,,1836 rpm,1798 rpm,,1827 rpm,941 rpm,
2026-09-08 00:06:00,26.8 V,,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,,1804 rpm,1812 rpm,,1837 rpm,1644 rpm,
2026-09-08 00:08:00,26.8 V,,26.5 V,26.8 V,,26.9 V,26.7 V,,800 rpm,,1813 rpm,1815 rpm,,1823 rpm,1818 rpm,
2026-09-08 00:10:00,26.8 V,26.8 V,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,800 rpm,1783 rpm,1854 rpm,,1874 rpm,1824 rpm,
2026-09-08 00:12:00,26.8 V,26.9 V,26.8 V,26.8 V,,26.9 V,26.7 V,,800 rpm,597 rpm,1809 rpm,1820 rpm,,1871 rpm,1863 rpm,
2026-09-08 00:14:00,26.8 V,26.1 V,26.8 V,26.8 V,,27.0 V,26.7 V,,846 rpm,338 rpm,1776 rpm,1812 rpm,,1847 rpm,1831 rpm,
2026-09-08 00:16:00,26.5 V,26.9 V,26.8 V,26.8 V,,26.8 V,26.7 V,,1790 rpm,800 rpm,1782 rpm,1821 rpm,,1857 rpm,1835 rpm,
2026-09-08 00:18:00,26.8 V,26.9 V,26.6 V,26.7 V,,27.0 V,26.7 V,,1810 rpm,997 rpm,1159 rpm,1821 rpm,,1823 rpm,1822 rpm,
2026-09-08 00:20:00,26.6 V,26.9 V,26.8 V,26.8 V,,27.0 V,26.7 V,,1828 rpm,1814 rpm,800 rpm,1850 rpm,,1497 rpm,1840 rpm,
2026-09-08 00:22:00,26.8 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1828 rpm,,1406 rpm,1873 rpm,,1886 rpm,1830 rpm,
2026-09-08 00:24:00,26.8 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1896 rpm,,1818 rpm,1901 rpm,,1894 rpm,1840 rpm,
2026-09-08 00:26:00,,,26.8 V,26.8 V,,27.0 V,26.7 V,,,,1792 rpm,1900 rpm,,1796 rpm,1825 rpm,
2026-09-08 00:28:00,26.8 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1874 rpm,,1769 rpm,1851 rpm,,1823 rpm,1824 rpm,
