"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-07-29 04:00:00,,100%,100%,100%,71.6%,71.3%,100%,71.7%,100%,71.6%
2026-07-29 07:00:00,,100%,94.6%,100%,87.7%,39.2%,100.0%,71.4%,100%,71.5%
2026-07-29 10:00:00,,100%,71.6%,100%,100%,43.9%,82.8%,71.4%,100%,68.2%
2026-07-29 13:00:00,71.3%,94.4%,71.6%,100%,100%,100%,71.6%,52.5%,87.5%,
2026-07-29 16:00:00,71.2%,71.6%,71.6%,98.1%,100%,100%,71.6%,100%,71.9%,100%
2026-07-29 19:00:00,56.0%,71.6%,,73.2%,100%,100%,69.8%,100%,71.6%,100%
2026-07-29 22:00:00,33.3%,71.6%,,79.1%,80.2%,97.1%,79.7%,100%,71.3%,100%
2026-07-30 01:00:00,100%,54.6%,,100%,71.6%,71.7%,100%,98.0%,83.9%,99.7%
2026-07-30 04:00:00,100%,72.3%,,100%,71.6%,71.6%,100%,72.2%,100%,72.5%
2026-07-30 07:00:00,100.0%,100%,100%,100%,71.6%,71.6%,100.0%,71.6%,100%,71.6%
2026-07-30 10:00:00,88.6%,100%,95.2%,94.4%,59.8%,98.1%,80.0%,71.6%,100%,71.6%
2026-07-30 13:00:00,63.3%,96.7%,71.9%,73.8%,73.8%,100%,71.6%,74.8%,,86.2%
2026-07-30 16:00:00,71.6%,76.8%,71.6%,71.6%,100%,100%,71.6%,100%,,100%
2026-07-30 19:00:00,71.5%,,71.6%,71.5%,100%,99.4%,70.9%,100%,,100%
2026-07-30 22:00:00,71.2%,,73.9%,72.8%,100%,79.0%,49.4%,100%,100%,99.5%
2026-07-31 01:00:00,100%,71.6%,100%,100%,100%,80.2%,100%,81.3%,100%,73.9%
2026-07-31 04:00:00,100%,88.5%,100%,100%,100%,,100%,71.6%,100%,71.6%
2026-07-31 07:00:00,100%,100%,100.0%,100%,95.0%,,100%,71.6%,100%,71.6%
2026-07-31 10:00:00,88.5%,100%,81.2%,98.6%,71.8%,100%,88.2%,68.6%,100%,70.2%
2026-07-31 13:00:00,71.6%,97.3%,71.6%,72.3%,71.6%,100%,71.6%,68.1%,86.6%,91.9%
2026-07-31 16:00:00,71.0%,76.6%,71.6%,71.6%,88.1%,100%,71.6%,100%,71.7%,100%
2026-07-31 19:00:00,71.5%,71.6%,71.6%,71.3%,100%,100%,71.5%,100%,71.6%,100%
2026-07-31 22:00:00,54.4%,71.6%,72.5%,55.2%,100%,86.6%,73.2%,100.0%,85.5%,100%
2026-08-01 01:00:00,100%,84.1%,100%,100%,100%,71.6%,100%,85.5%,100%,99.0%
2026-08-01 04:00:00,100%,100%,100%,100%,100%,71.6%,100%,69.9%,100%,76.6%
2026-08-01 07:00:00,100%,100%,100%,100%,100%,71.6%,95.3%,71.4%,100%,71.6%
2026-08-01 10:00:00,78.0%,100.0%,99.9%,99.3%,89.4%,76.2%,71.9%,71.5%,89.9%,79.2%
2026-08-01 13:00:00,71.6%,80.7%,90.8%,78.3%,100%,100%,71.6%,41.1%,71.7%,100%
2026-08-01 16:00:00,71.6%,71.6%,72.0%,75.7%,100%,100%,71.4%,27.2%,71.6%,100%
2026-08-01 19:00:00,71.3%,71.6%,71.5%,71.6%,100%,100%,58.1%,31.5%,71.6%,100%
2026-08-01 22:00:00,85.4%,69.5%,71.6%,71.6%,100%,86.1%,46.7%,100%,75.1%,100%
2026-08-02 01:00:00,100%,64.2%,98.8%,72.7%,100%,71.6%,100%,100%,100%,98.2%
2026-08-02 04:00:00,100%,100%,100%,,,71.6%,100%,100%,100%,72.5%
2026-08-02 07:00:00,99.5%,100%,100%,,100%,70.8%,98.9%,100%,100%,71.6%
2026-08-02 10:00:00,63.9%,95.9%,100%,,100%,46.2%,76.8%,79.5%,100%,74.9%
2026-08-02 13:00:00,71.4%,72.3%,87.2%,,,100%,71.6%,73.0%,99.0%,100%
2026-08-02 16:00:00,71.3%,71.6%,71.7%,,,100%,71.5%,100%,74.0%,100%
2026-08-02 19:00:00,50.9%,71.6%,71.6%,,,100%,48.8%,100%,71.6%,100%
2026-08-02 22:00:00,50.9%,52.7%,72.1%,100%,,85.0%,30.1%,100%,71.6%,100.0%
2026-08-03 01:00:00,100%,36.0%,100%,100%,,71.6%,100%,88.8%,96.8%,78.5%
2026-08-03 04:00:00,100%,100%,100%,100%,,71.6%,100%,72.0%,100%,71.6%
2026-08-03 07:00:00,99.9%,100%,100%,100%,100%,71.5%,100.0%,71.6%,100%,71.6%
2026-08-03 10:00:00,82.1%,100%,100%,99.9%,100%,58.4%,80.9%,71.5%,99.9%,74.7%
2026-08-03 13:00:00,71.6%,83.2%,93.0%,75.8%,100%,100%,71.6%,66.6%,85.4%,100%
2026-08-03 16:00:00,71.5%,71.6%,72.4%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-08-03 19:00:00,51.4%,71.6%,71.6%,71.6%,100%,100%,89.7%,100%,87.8%,100%
2026-08-03 22:00:00,29.0%,71.5%,71.6%,76.9%,99.9%,96.0%,100%,100%,100%,85.1%
2026-08-04 01:00:00,91.3%,100%,98.5%,100%,77.0%,75.1%,100%,96.8%,100%,71.6%
2026-08-04 04:00:00,100%,,100%,100%,71.6%,71.6%,,72.2%,100%,71.6%
2026-08-04 07:00:00,100%,,100%,100%,71.6%,71.6%,100%,71.6%,88.2%,71.5%
2026-08-04 10:00:00,98.1%,,98.0%,91.8%,86.2%,85.2%,100%,71.5%,71.6%,70.3%
2026-08-04 13:00:00,52.8%,,78.3%,71.6%,100%,100%,100%,58.0%,71.6%,100%
2026-08-04 16:00:00,62.0%,,71.6%,71.6%,100%,100%,100%,98.8%,71.5%,100%
2026-08-04 19:00:00,66.0%,,71.5%,71.6%,100%,94.0%,94.1%,100%,55.2%,100%
2026-08-04 22:00:00,69.8%,,71.5%,72.9%,97.8%,72.1%,94.9%,100%,33.6%,98.2%
2026-08-05 01:00:00,100%,100%,96.4%,100%,86.0%,71.6%,100%,94.2%,100%,73.1%
2026-08-05 04:00:00,100%,100%,100%,100%,72.5%,71.6%,100%,71.8%,100%,71.6%
2026-08-05 07:00:00,100%,100%,100%,100%,71.6%,68.7%,100%,71.6%,100%,71.5%
2026-08-05 10:00:00,86.5%,100%,,100.0%,71.5%,60.6%,100.0%,71.6%,100%,87.4%
2026-08-05 13:00:00,70.7%,79.4%,100%,77.7%,85.7%,100%,80.4%,68.9%,91.3%,100%
2026-08-05 16:00:00,69.1%,71.6%,77.6%,71.6%,100%,100%,71.6%,100%,71.8%,100%
2026-08-05 19:00:00,66.8%,71.6%,71.6%,71.5%,100%,100.0%,71.5%,100%,71.6%,99.8%
2026-08-05 22:00:00,53.1%,71.6%,71.6%,70.8%,100%,75.0%,98.2%,100%,71.6%,75.1%
2026-08-06 01:00:00,100%,46.3%,99.2%,100%,90.6%,71.6%,100%,,85.4%,71.6%
2026-08-06 04:00:00,100%,100%,100%,100%,71.8%,71.6%,100%,100%,100%,71.6%
2026-08-06 07:00:00,100%,100%,100%,100%,71.6%,69.8%,99.3%,,100%,70.8%
2026-08-06 10:00:00,99.9%,100%,100.0%,85.2%,88.1%,52.1%,83.3%,100%,100%,38.3%
2026-08-06 13:00:00,76.9%,90.1%,86.4%,71.6%,100%,100%,71.7%,,98.7%,29.7%
2026-08-06 16:00:00,71.5%,72.2%,72.5%,78.2%,100%,100%,71.6%,,77.9%,100%
2026-08-06 19:00:00,71.5%,71.6%,71.6%,100%,100%,100%,85.3%,,71.6%,100%
2026-08-06 22:00:00,64.2%,71.6%,75.0%,100%,79.3%,89.0%,100%,100%,72.9%,100%
2026-08-07 01:00:00,100%,75.3%,100%,100%,71.6%,71.6%,100%,100%,100%,94.6%
2026-08-07 04:00:00,100%,100%,100%,99.8%,71.6%,71.6%,100.0%,100%,100%,72.7%
2026-08-07 07:00:00,100%,100%,100%,82.1%,71.2%,71.4%,79.4%,100%,100%,71.6%
2026-08-07 10:00:00,89.7%,100%,99.4%,71.6%,36.6%,62.8%,71.6%,100%,100%,77.7%
2026-08-07 13:00:00,71.4%,95.7%,76.0%,71.5%,100%,100%,71.6%,100%,100%,100%
2026-08-07 16:00:00,71.5%,72.3%,71.6%,51.8%,100%,100%,71.4%,100%,,100%
2026-08-07 19:00:00,69.7%,71.6%,71.6%,27.6%,100%,100%,66.9%,100%,100%,100%
2026-08-07 22:00:00,39.9%,71.5%,74.1%,27.2%,98.3%,100.0%,100%,100%,100%,100%
2026-08-08 01:00:00,100%,75.3%,100%,100%,74.7%,82.9%,100%,99.9%,,95.7%
2026-08-08 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,83.4%,,71.8%
2026-08-08 07:00:00,100%,100%,100%,100%,71.6%,71.5%,91.0%,71.7%,,71.6%
2026-08-08 10:00:00,94.1%,100%,91.8%,87.3%,69.3%,81.8%,71.7%,72.6%,,80.9%
2026-08-08 13:00:00,58.5%,98.2%,71.9%,71.8%,71.7%,100%,71.5%,100%,,100%
2026-08-08 16:00:00,68.2%,75.9%,71.6%,71.5%,100%,100%,71.6%,100%,100%,100%
2026-08-08 19:00:00,63.0%,71.6%,71.6%,60.9%,100%,99.7%,71.4%,100%,100%,100%
2026-08-08 22:00:00,58.4%,71.6%,71.6%,43.5%,100.0%,75.6%,53.6%,99.3%,100%,99.9%
2026-08-09 01:00:00,100%,71.8%,100%,100%,78.6%,71.6%,100%,78.8%,100%,99.3%
2026-08-09 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-09 07:00:00,99.8%,100%,100%,100%,71.6%,69.5%,100%,71.6%,100%,
2026-08-09 10:00:00,75.1%,100%,99.9%,80.4%,78.0%,55.2%,90.3%,73.3%,93.0%,
2026-08-09 13:00:00,71.2%,99.6%,87.7%,71.6%,100%,100%,72.7%,100%,71.7%,100%
2026-08-09 16:00:00,69.9%,79.0%,71.6%,71.6%,100%,100%,71.6%,100%,71.5%,100%
2026-08-09 19:00:00,61.1%,71.6%,71.6%,71.5%,100%,99.0%,71.6%,100%,71.6%,100%
2026-08-09 22:00:00,100%,71.6%,71.6%,71.6%,87.6%,72.5%,87.2%,95.6%,86.8%,100%
2026-08-10 01:00:00,100%,75.8%,98.6%,88.1%,71.8%,71.6%,100%,72.2%,100%,99.2%
2026-08-10 04:00:00,100%,100%,100%,,71.6%,71.5%,100%,71.6%,100%,74.0%
2026-08-10 07:00:00,87.9%,100%,100%,,71.6%,64.7%,92.0%,71.6%,100%,71.6%
2026-08-10 10:00:00,71.5%,100%,100%,,48.9%,39.3%,72.0%,72.4%,98.7%,78.1%
2026-08-10 13:00:00,71.5%,100%,88.3%,,100%,100%,71.6%,100%,73.6%,100%
2026-08-10 16:00:00,71.4%,92.8%,72.1%,,100%,100%,71.6%,100%,71.6%,100%
2026-08-10 19:00:00,42.6%,71.6%,71.6%,,100%,100%,65.7%,100%,71.5%,100%
2026-08-10 22:00:00,67.1%,71.6%,71.6%,,100%,96.6%,47.0%,96.9%,86.9%,79.4%
2026-08-11 01:00:00,100%,75.3%,71.6%,,88.8%,73.8%,100%,72.0%,100%,71.6%
2026-08-11 04:00:00,100%,100%,,,73.2%,71.6%,100%,71.6%,100%,71.6%
2026-08-11 07:00:00,100%,100%,,,,71.6%,100%,71.5%,100%,71.6%
2026-08-11 10:00:00,85.9%,100%,,,100%,60.4%,88.2%,60.0%,100%,48.1%
2026-08-11 13:00:00,71.5%,87.6%,,,100%,97.9%,71.7%,28.5%,91.9%,29.3%
2026-08-11 16:00:00,71.6%,71.6%,,,100%,100%,71.6%,85.5%,71.6%,100%
2026-08-11 19:00:00,65.6%,71.6%,,,100%,100%,71.5%,88.6%,71.6%,100%
2026-08-11 22:00:00,34.6%,71.6%,81.0%,,100%,98.3%,85.8%,71.7%,73.7%,100%
2026-08-12 01:00:00,100%,78.1%,100%,,85.0%,74.7%,100%,71.6%,100%,100%
2026-08-12 04:00:00,100%,100%,100%,,71.6%,71.6%,100%,71.4%,100%,100%
2026-08-12 07:00:00,100%,100%,100%,,71.6%,71.6%,100%,53.3%,100%,93.6%
2026-08-12 10:00:00,98.9%,100%,100%,,78.1%,75.4%,100%,28.2%,100%,85.5%
2026-08-12 13:00:00,75.7%,93.5%,100%,100%,100%,100%,77.4%,38.1%,81.1%,100%
2026-08-12 16:00:00,71.3%,71.6%,100%,100%,100%,100%,71.6%,100%,71.6%,100%
2026-08-12 19:00:00,69.6%,71.6%,100%,100%,100%,100%,71.6%,100%,71.5%,100%
2026-08-12 22:00:00,62.9%,71.6%,100%,100%,88.2%,100%,88.6%,100%,73.0%,100%
2026-08-13 01:00:00,83.0%,97.3%,100%,100%,71.6%,84.1%,100%,98.8%,100%,100%
2026-08-13 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,73.0%,100%,100%
2026-08-13 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-13 10:00:00,100%,100%,100%,99.9%,68.4%,91.5%,97.9%,93.3%,100%,100%
2026-08-13 13:00:00,81.2%,78.4%,75.2%,100%,100%,100%,73.3%,100%,93.4%,89.4%
2026-08-13 16:00:00,71.6%,71.6%,71.6%,85.8%,100%,100%,71.6%,100%,71.7%,71.6%
2026-08-13 19:00:00,71.6%,100%,71.6%,76.1%,100%,100%,72.4%,100%,71.6%,71.6%
2026-08-13 22:00:00,72.1%,,76.3%,71.6%,100%,90.6%,100%,91.9%,75.9%,71.4%
2026-08-14 01:00:00,100%,100%,100%,75.5%,92.9%,71.6%,100%,72.0%,100%,93.1%
2026-08-14 04:00:00,100%,100%,100%,100%,73.7%,71.5%,100%,71.6%,100%,100%
2026-08-14 07:00:00,100%,100%,100%,100%,71.6%,71.3%,89.2%,71.6%,100%,100%
2026-08-14 10:00:00,100%,100%,100%,100%,71.5%,65.1%,71.6%,71.6%,99.1%,100%
2026-08-14 13:00:00,84.1%,99.8%,100%,100%,95.1%,100%,71.6%,81.4%,72.2%,84.6%
2026-08-14 16:00:00,71.1%,75.4%,95.7%,100%,100%,100%,71.5%,100%,71.6%,71.6%
2026-08-14 19:00:00,73.1%,71.6%,,100.0%,100%,100%,62.4%,100%,71.6%,71.6%
2026-08-14 22:00:00,100%,71.6%,,87.6%,100%,99.7%,88.1%,100%,72.3%,71.6%
2026-08-15 01:00:00,100%,74.1%,,100%,83.4%,78.6%,100%,99.1%,100%,95.3%
2026-08-15 04:00:00,100%,100%,93.1%,100%,71.6%,71.6%,100%,82.4%,100%,100%
2026-08-15 07:00:00,96.6%,100%,90.5%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-15 10:00:00,60.1%,100%,100%,100.0%,71.6%,77.5%,93.5%,71.6%,100%,100%
2026-08-15 13:00:00,71.1%,92.8%,100%,78.1%,85.5%,100%,71.6%,73.3%,86.7%,85.9%
2026-08-15 16:00:00,67.5%,72.2%,100%,71.6%,100%,100%,71.6%,,71.6%,71.6%
2026-08-15 19:00:00,50.6%,71.6%,100%,71.6%,100%,100%,71.6%,,71.6%,71.6%
2026-08-15 22:00:00,30.2%,71.6%,100%,66.4%,99.4%,93.8%,61.9%,100%,72.8%,71.4%
2026-08-16 01:00:00,100%,73.0%,100%,100%,81.5%,71.7%,100%,,100%,75.9%
2026-08-16 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,100%,100%,100%
2026-08-16 07:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,100%,100%,100%
2026-08-16 10:00:00,100%,100%,79.6%,100%,71.0%,49.0%,97.3%,100%,100.0%,100%
2026-08-16 13:00:00,81.1%,100%,71.6%,88.8%,69.8%,,74.4%,100%,84.2%,92.9%
2026-08-16 16:00:00,62.2%,79.8%,71.6%,71.6%,100%,,71.6%,100.0%,71.6%,71.6%
2026-08-16 19:00:00,48.2%,71.6%,69.3%,71.6%,100%,,71.6%,100%,71.6%,71.6%
2026-08-16 22:00:00,73.0%,71.6%,41.3%,68.3%,100%,,71.4%,100%,72.7%,71.6%
2026-08-17 01:00:00,100%,77.4%,100%,83.9%,99.6%,,62.8%,100%,100%,94.4%
2026-08-17 04:00:00,100%,100%,100%,100%,81.6%,,,100%,100%,100%
2026-08-17 07:00:00,100%,100%,100%,100%,71.7%,,80.7%,100%,100%,100%
2026-08-17 10:00:00,93.2%,100%,99.3%,100%,72.6%,100%,,100%,97.9%,100%
2026-08-17 13:00:00,71.1%,100%,80.4%,96.0%,100%,100%,,100%,72.5%,94.7%
2026-08-17 16:00:00,71.6%,97.6%,71.6%,72.1%,100%,100%,,100%,71.6%,73.1%
2026-08-17 19:00:00,71.1%,75.6%,71.6%,71.5%,100%,100.0%,,95.2%,71.6%,
2026-08-17 22:00:00,40.6%,71.6%,71.8%,78.2%,88.0%,83.8%,,72.4%,75.2%,
2026-08-18 01:00:00,59.7%,79.2%,100%,100%,71.6%,71.6%,100%,,100%,100%
2026-08-18 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-18 07:00:00,100%,100%,100%,100%,71.6%,67.8%,100%,97.5%,100%,100%
2026-08-18 10:00:00,100%,100%,91.7%,79.8%,42.0%,66.9%,100%,100%,99.9%,100%
2026-08-18 13:00:00,94.3%,100.0%,74.5%,71.6%,27.0%,100%,96.8%,100%,80.6%,90.9%
2026-08-18 16:00:00,71.7%,82.9%,71.6%,71.5%,100%,100%,71.7%,100%,71.6%,71.8%
2026-08-18 19:00:00,71.6%,71.6%,71.6%,70.8%,100%,100.0%,71.6%,100%,71.6%,71.6%
2026-08-18 22:00:00,77.5%,71.6%,71.6%,41.1%,100%,87.1%,80.8%,100%,76.5%,78.6%
2026-08-19 01:00:00,100%,71.9%,84.4%,60.0%,90.8%,71.8%,100%,100%,100%,100%
2026-08-19 04:00:00,100%,100%,100%,100%,71.7%,71.6%,100%,,100%,100%
2026-08-19 07:00:00,100.0%,100%,100%,100%,71.6%,68.8%,96.2%,,100%,100%
2026-08-19 10:00:00,82.6%,100%,100%,100%,71.6%,37.2%,73.3%,,99.9%,95.9%
2026-08-19 13:00:00,71.6%,99.9%,94.2%,93.2%,71.6%,100%,71.6%,100%,84.5%,72.2%
2026-08-19 16:00:00,71.5%,73.8%,71.6%,71.8%,,100%,71.6%,100%,71.6%,71.6%
2026-08-19 19:00:00,69.1%,71.6%,71.6%,71.5%,,100%,54.3%,100%,71.5%,71.5%
2026-08-19 22:00:00,33.1%,71.6%,71.6%,71.4%,,84.7%,40.8%,100%,75.8%,72.1%
2026-08-20 01:00:00,28.1%,86.3%,95.1%,85.6%,71.6%,71.7%,100%,100%,100%,100%
2026-08-20 04:00:00,100%,100%,100%,100%,67.7%,71.5%,100%,99.4%,100%,100%
2026-08-20 07:00:00,100%,100%,100%,100%,34.9%,81.8%,100%,75.4%,100%,100%
2026-08-20 10:00:00,100%,100%,100%,100%,25.9%,100%,85.9%,71.6%,99.9%,100.0%
2026-08-20 13:00:00,99.3%,99.9%,100%,99.8%,20.2%,100%,71.6%,73.0%,80.0%,84.5%
2026-08-20 16:00:00,99.6%,73.5%,73.1%,74.0%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-20 19:00:00,,71.6%,71.6%,71.6%,100%,90.3%,71.3%,100%,71.6%,71.5%
2026-08-20 22:00:00,100%,71.6%,71.6%,72.6%,100%,71.6%,41.8%,100%,71.8%,68.5%
2026-08-21 01:00:00,,95.0%,96.3%,100%,99.9%,71.6%,27.0%,100.0%,100%,50.1%
2026-08-21 04:00:00,,100%,100%,100%,82.6%,71.6%,99.2%,85.1%,100%,100%
2026-08-21 07:00:00,,100%,100%,100%,71.6%,67.0%,100%,71.6%,100%,100%
2026-08-21 10:00:00,,100.0%,100%,100%,76.5%,34.1%,100%,71.6%,100%,99.3%
2026-08-21 13:00:00,100%,79.1%,79.5%,100.0%,100%,100%,99.9%,74.7%,85.2%,74.9%
2026-08-21 16:00:00,,71.6%,71.6%,75.7%,100%,100%,82.0%,100%,71.7%,71.6%
2026-08-21 19:00:00,,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-21 22:00:00,100%,71.5%,74.9%,74.7%,86.1%,92.6%,77.7%,100%,72.5%,68.7%
2026-08-22 01:00:00,100%,86.1%,100%,100%,71.6%,72.0%,100%,100%,100%,48.8%
2026-08-22 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,94.3%,100%,100%
2026-08-22 07:00:00,96.2%,100%,100%,100%,71.6%,70.9%,99.4%,72.0%,100%,100%
2026-08-22 10:00:00,74.0%,100%,100%,87.3%,67.3%,38.6%,74.5%,71.6%,93.2%,100%
2026-08-22 13:00:00,71.6%,85.2%,88.9%,71.6%,31.1%,85.1%,71.6%,72.5%,72.0%,90.9%
2026-08-22 16:00:00,71.6%,71.6%,71.6%,71.6%,26.2%,100%,71.4%,100%,71.6%,71.6%
2026-08-22 19:00:00,54.6%,71.6%,71.6%,71.5%,21.1%,100%,45.0%,100%,71.6%,71.6%
2026-08-22 22:00:00,29.5%,71.6%,71.4%,58.6%,100%,98.9%,39.6%,100%,70.0%,71.3%
2026-08-23 01:00:00,100%,41.8%,88.9%,100%,86.6%,74.5%,100%,87.6%,81.4%,43.1%
2026-08-23 04:00:00,100%,76.6%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-23 07:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-08-23 10:00:00,99.2%,99.9%,100%,100%,71.5%,56.6%,86.7%,71.5%,99.9%,100%
2026-08-23 13:00:00,74.4%,89.1%,100%,81.6%,45.6%,58.8%,71.6%,51.3%,75.7%,95.7%
2026-08-23 16:00:00,71.6%,71.6%,95.0%,71.7%,27.1%,100%,71.6%,30.4%,71.6%,72.0%
2026-08-23 19:00:00,71.4%,72.0%,76.7%,71.6%,25.2%,100%,71.5%,28.3%,72.3%,73.2%
2026-08-23 22:00:00,72.2%,72.6%,92.3%,72.6%,84.7%,100%,94.4%,32.7%,71.6%,100%
2026-08-24 01:00:00,100%,100%,100%,100%,100%,100%,100%,100%,82.3%,100%
2026-08-24 04:00:00,100%,100%,100%,100%,99.9%,97.7%,100%,100%,100%,100%
2026-08-24 07:00:00,100%,100%,100%,100%,74.8%,72.3%,94.5%,99.0%,71.6%,100%
2026-08-24 10:00:00,100%,90.1%,92.3%,96.4%,71.6%,79.9%,71.7%,76.4%,,91.3%
2026-08-24 13:00:00,93.5%,71.6%,71.7%,71.9%,98.4%,100%,71.6%,72.4%,,71.6%
2026-08-24 16:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,71.4%,100%,71.6%,71.6%
2026-08-24 19:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,46.3%,100%,71.6%,71.5%
2026-08-24 22:00:00,84.2%,64.9%,63.8%,72.0%,97.1%,99.5%,40.8%,100%,73.8%,42.8%
2026-08-25 01:00:00,100%,37.5%,100%,100%,72.8%,71.8%,100%,89.2%,100%,71.3%
2026-08-25 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-25 07:00:00,100%,100%,100%,100%,71.6%,,99.9%,71.6%,100%,100%
2026-08-25 10:00:00,87.8%,100%,100%,100%,93.1%,71.6%,77.2%,71.6%,95.9%,100%
2026-08-25 13:00:00,71.5%,100.0%,,76.4%,100%,,71.6%,72.1%,75.1%,95.5%
2026-08-25 16:00:00,71.4%,78.9%,90.0%,71.6%,100%,,71.5%,100%,71.6%,73.6%
2026-08-25 19:00:00,71.5%,71.6%,71.7%,71.6%,100%,,61.6%,100%,71.6%,71.6%
2026-08-25 22:00:00,62.1%,71.6%,73.0%,58.2%,95.5%,,30.5%,100%,71.5%,73.1%
2026-08-26 01:00:00,58.1%,65.9%,100%,96.5%,73.2%,,82.5%,98.4%,74.5%,100%
2026-08-26 04:00:00,100%,87.1%,100%,100%,71.6%,,100%,75.4%,100%,100%
2026-08-26 07:00:00,100%,100%,100%,100%,71.6%,,100%,71.6%,100%,100%
2026-08-26 10:00:00,100%,100%,89.7%,98.7%,97.8%,,99.4%,72.8%,100%,88.5%
2026-08-26 13:00:00,94.2%,97.7%,71.5%,84.8%,100%,,75.3%,100%,87.6%,71.6%
2026-08-26 16:00:00,72.4%,79.1%,71.6%,71.6%,100%,,71.6%,100%,71.8%,71.5%
2026-08-26 19:00:00,71.4%,71.6%,71.6%,71.6%,90.5%,,71.6%,100%,71.6%,76.6%
2026-08-26 22:00:00,72.0%,73.9%,72.9%,72.5%,71.6%,100%,72.4%,99.9%,96.5%,100%
2026-08-27 01:00:00,100%,100%,100%,100%,71.6%,100%,100%,77.8%,100%,100%
2026-08-27 04:00:00,100%,100%,100%,100%,71.6%,100%,100%,71.6%,100%,100%
2026-08-27 07:00:00,100%,100%,100%,100%,70.7%,100%,100%,71.6%,100%,99.9%
2026-08-27 10:00:00,97.9%,91.9%,100%,91.3%,37.5%,99.7%,100%,71.5%,91.6%,74.3%
2026-08-27 13:00:00,75.2%,73.1%,85.3%,71.7%,100%,,87.1%,94.5%,71.6%,71.6%
2026-08-27 16:00:00,70.9%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-27 19:00:00,53.6%,71.6%,71.6%,71.5%,100%,100%,71.5%,100%,71.5%,71.5%
2026-08-27 22:00:00,56.5%,71.6%,71.2%,51.3%,80.8%,100%,76.9%,100%,70.6%,61.4%
2026-08-28 01:00:00,100%,70.0%,100%,100%,71.6%,100.0%,100%,86.1%,92.8%,100%
2026-08-28 04:00:00,100%,100%,100%,100%,71.6%,79.8%,100%,71.6%,100%,100%
2026-08-28 07:00:00,100%,100%,100%,100%,77.2%,71.6%,100%,71.6%,100%,
2026-08-28 10:00:00,95.1%,100%,97.4%,88.9%,100%,75.1%,95.3%,75.0%,100%,
2026-08-28 13:00:00,52.1%,91.6%,72.8%,71.6%,100%,100%,73.0%,100%,84.3%,
2026-08-28 16:00:00,67.6%,72.4%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,
2026-08-28 19:00:00,54.2%,71.6%,71.6%,71.2%,100%,100%,71.2%,100%,71.6%,71.5%
2026-08-28 22:00:00,67.4%,71.6%,71.2%,49.4%,99.6%,100%,67.0%,100%,77.4%,53.3%
2026-08-29 01:00:00,100%,72.5%,98.8%,100%,77.2%,97.8%,100%,89.5%,100%,85.6%
2026-08-29 04:00:00,100%,100%,100%,100%,71.6%,71.9%,100%,71.7%,100%,100%
2026-08-29 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-29 10:00:00,100%,100%,99.0%,100%,68.9%,86.6%,99.8%,71.6%,99.1%,96.9%
2026-08-29 13:00:00,94.3%,88.8%,74.8%,100.0%,59.1%,100%,83.8%,64.8%,80.0%,71.7%
2026-08-29 16:00:00,66.5%,78.2%,71.6%,87.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-29 19:00:00,70.3%,100%,71.6%,85.6%,100%,100%,71.6%,100%,71.6%,71.3%
2026-08-29 22:00:00,91.6%,100%,61.1%,100%,100%,85.6%,91.2%,100%,71.3%,44.0%
2026-08-30 01:00:00,100%,100%,92.6%,100%,99.9%,71.6%,100%,87.8%,79.0%,83.0%
2026-08-30 04:00:00,100%,100%,100%,100.0%,81.0%,71.6%,100%,71.6%,100%,100%
2026-08-30 07:00:00,100%,100%,100%,81.8%,71.6%,63.2%,99.0%,71.6%,100%,100%
2026-08-30 10:00:00,100%,90.2%,100%,71.6%,71.5%,66.6%,73.7%,71.2%,100%,100.0%
2026-08-30 13:00:00,100%,71.6%,91.0%,71.6%,74.0%,100%,71.6%,44.2%,100%,77.0%
2026-08-30 16:00:00,99.0%,,71.6%,71.4%,100%,100%,71.6%,29.1%,98.2%,71.6%
